price,bedrooms,bathrooms,toilets,parking_space,title,town,state
35000000,2,2,3,1,Terraced Bungalow,Lekki,Lagos
370000000,5,6,6,1,Detached Duplex,Lekki,Lagos
400000000,5,5,6,4,Detached Duplex,Lekki,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
52000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
320000000,6,7,8,6,Detached Duplex,Lekki,Lagos
120000000,5,6,7,6,Detached Duplex,Lekki,Lagos
60000000,4,4,5,4,Detached Duplex,Lekki,Lagos
150000000,4,4,5,4,Detached Duplex,Lekki,Lagos
125000000,5,6,7,1,Detached Duplex,Gwarinpa,Abuja
140000000,4,4,5,4,Detached Duplex,Lekki,Lagos
27000000,2,2,3,4,Terraced Duplexes,Ajah,Lagos
18000000,3,2,2,4,Detached Bungalow,Lugbe District,Abuja
85000000,4,5,5,4,Detached Duplex,Lekki,Lagos
220000000,5,5,6,6,Semi Detached Duplex,Jahi,Abuja
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
285000000,5,5,6,3,Detached Duplex,Lekki,Lagos
1400000000,6,6,7,5,Detached Duplex,Ikoyi,Lagos
60000000,4,6,6,4,Semi Detached Duplex,Lekki,Lagos
285000000,4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
400000000,4,4,5,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
9000000,3,3,3,4,Semi Detached Bungalow,Ibadan,Oyo
115000000,4,5,6,4,Terraced Duplexes,Lekki,Lagos
140000000,4,5,5,4,Detached Duplex,Ikeja,Lagos
43000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
28000000,2,2,3,3,Block of Flats,Lekki,Lagos
37000000,3,3,4,4,Terraced Duplexes,Lekki,Lagos
85000000,4,6,6,1,Semi Detached Duplex,Apo,Abuja
220000000,3,3,4,4,Block of Flats,Garki,Abuja
38000000,5,5,6,4,Detached Duplex,Lokogoma District,Abuja
12000000,4,7,7,4,Detached Bungalow,Ibadan,Oyo
67000000,4,4,5,4,Detached Duplex,Lekki,Lagos
80000000,5,5,6,4,Detached Duplex,Ajah,Lagos
165000000,6,6,7,4,Detached Duplex,Isheri North,Lagos
185000000,5,5,5,6,Detached Duplex,Lekki,Lagos
33000000,8,7,7,4,Block of Flats,Agege,Lagos
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
16500000,2,2,2,4,Block of Flats,Ibadan,Oyo
350000000,4,5,5,4,Detached Duplex,Ikoyi,Anambara
80000000,5,6,7,6,Detached Duplex,Port Harcourt,Rivers
150000000,4,4,5,5,Detached Duplex,Lekki,Lagos
110000000,5,5,6,5,Detached Duplex,Lekki,Lagos
295000000,6,8,9,4,Detached Duplex,Lekki,Lagos
120000000,5,6,7,6,Detached Duplex,Ajah,Lagos
75000000,4,5,5,4,Detached Duplex,Lekki,Lagos
26000000,4,4,4,3,Terraced Duplexes,Life Camp,Abuja
40000000,3,3,3,4,Detached Bungalow,Ibadan,Oyo
115000000,4,4,5,4,Detached Duplex,Lekki,Lagos
900000000,5,5,7,5,Detached Duplex,Ikoyi,Lagos
70000000,5,4,5,5,Detached Duplex,Ikorodu,Lagos
900000000,5,5,6,7,Detached Duplex,Katampe,Abuja
90000000,5,6,7,4,Detached Duplex,Lekki,Lagos
72000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
280000000,4,4,5,4,Detached Duplex,Ikoyi,Lagos
250000000,5,5,6,5,Detached Duplex,Ikeja,Lagos
70000000,5,6,6,4,Detached Duplex,Ajah,Lagos
127000000,4,4,5,4,Detached Duplex,Lekki,Lagos
75000000,5,5,6,5,Detached Duplex,Isheri North,Lagos
100000000,3,3,2,4,Block of Flats,Yaba,Lagos
11500000,3,3,4,3,Detached Bungalow,Mowe Ofada,Ogun
65000000,4,4,4,1,Detached Duplex,Ajah,Lagos
120000000,5,5,6,6,Detached Duplex,Lekki,Lagos
23000000,2,2,3,2,Block of Flats,Guzape District,Abuja
150000000,4,4,5,4,Detached Duplex,Lekki,Lagos
3500000000,5,5,5,4,Semi Detached Duplex,Life Camp,Abuja
70000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
115000000,5,5,6,5,Detached Duplex,Lekki,Lagos
90000000,4,6,6,3,Semi Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Detached Duplex,Lekki,Lagos
180000000,5,6,6,7,Detached Duplex,Asokoro District,Abuja
89900000,4,5,5,3,Semi Detached Duplex,Mbora (Nbora),Abuja
14000000,3,2,2,4,Block of Flats,Ibadan,Oyo
90000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
70000000,5,5,5,4,Detached Duplex,Lekki,Lagos
30000000,3,5,5,4,Detached Bungalow,Lekki,Lagos
58000000,2,2,3,2,Block of Flats,Lekki,Lagos
25000000,7,5,5,4,Block of Flats,Calabar,Cross River
85000000,5,6,6,7,Detached Duplex,Gudu,Abuja
45000000,3,4,4,2,Block of Flats,Lekki,Lagos
76000000,4,4,5,8,Semi Detached Duplex,Life Camp,Abuja
210000000,5,5,6,8,Detached Duplex,Jahi,Abuja
90000000,5,5,6,5,Detached Duplex,Lekki,Lagos
235000000,5,5,6,4,Detached Duplex,Magodo,Lagos
180000000,4,4,4,3,Terraced Duplexes,Ikeja,Lagos
120000000,4,4,5,4,Detached Duplex,Lekki,Lagos
120000000,4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos
75000000,4,5,5,4,Terraced Duplexes,Guzape District,Abuja
37000000,5,5,6,4,Detached Duplex,Alimosho,Lagos
140000000,5,5,5,1,Detached Duplex,Port Harcourt,Rivers
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
65000000,4,5,5,4,Terraced Duplexes,Lekki,Lagos
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
100000000,5,6,6,4,Detached Duplex,Lekki,Lagos
235000000,5,5,6,4,Detached Duplex,Magodo,Lagos
50000000,5,5,6,5,Semi Detached Duplex,Gwarinpa,Abuja
110000000,5,6,6,5,Detached Duplex,Ojodu,Lagos
18000000,3,3,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
30000000,4,5,5,4,Block of Flats,Sango Ota,Ogun
180000000,5,5,6,6,Detached Duplex,Ogudu,Lagos
170000000,5,5,5,4,Detached Duplex,Ikeja,Lagos
450000000,6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos
65000000,5,5,6,3,Detached Duplex,Ajah,Lagos
160000000,5,5,6,4,Detached Duplex,Ajah,Lagos
19900000,2,2,3,4,Detached Duplex,Ajah,Lagos
650000000,5,5,5,4,Semi Detached Duplex,Asokoro District,Abuja
23000000,3,3,3,6,Detached Bungalow,Kaduna North,Kaduna
1300000000,6,6,7,6,Detached Duplex,Ikoyi,Lagos
120000000,2,5,3,4,Block of Flats,Ikoyi,Lagos
7500000,3,3,3,3,Detached Bungalow,Ikorodu,Lagos
16000000,3,5,5,4,Detached Bungalow,Mowe Town,Ogun
60000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
550000000,5,5,6,8,Detached Duplex,Ikoyi,Lagos
120000000,5,5,6,3,Detached Duplex,Lekki,Lagos
160000000,5,6,7,4,Detached Duplex,Lekki,Lagos
33500000,2,2,2,4,Semi Detached Duplex,Ajah,Lagos
78000000,5,5,6,4,Detached Duplex,Gwarinpa,Abuja
85000000,4,4,5,3,Detached Duplex,Lekki,Lagos
38000000,3,3,4,3,Semi Detached Duplex,Lekki,Lagos
120000000,4,5,5,4,Block of Flats,Karu,Abuja
90000000,5,5,6,2,Detached Duplex,Lekki,Lagos
90000000,4,5,5,4,Detached Duplex,Lekki,Lagos
500000000,6,7,8,6,Detached Duplex,Wuse 2,Abuja
50000000,4,4,5,4,Detached Duplex,Agege,Lagos
160000000,5,5,5,4,Detached Duplex,Lekki,Lagos
67000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
110000000,5,5,5,4,Detached Duplex,Apo,Abuja
65000000,5,5,6,3,Detached Duplex,Ajah,Lagos
80000000,4,4,5,4,Detached Duplex,Lekki,Lagos
75000000,4,4,5,2,Detached Duplex,Lekki,Anambara
90000000,5,5,6,8,Detached Duplex,Ibeju Lekki,Lagos
550000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
40000000,4,5,5,4,Detached Bungalow,Ibadan,Oyo
11050000,1,5,5,4,Detached Bungalow,Ibadan,Oyo
68000000,4,5,6,3,Semi Detached Duplex,Lekki,Lagos
85000000,4,4,4,4,Detached Duplex,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
250000000,5,5,5,4,Detached Duplex,Lekki,Lagos
250000000,4,4,5,6,Detached Duplex,Katampe,Abuja
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
16000000,3,2,2,8,Block of Flats,Alimosho,Lagos
60000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
25000000,4,4,5,4,Detached Bungalow,Magodo,Lagos
30000000,4,6,6,8,Detached Duplex,Ibadan,Oyo
65000000,4,4,6,5,Terraced Duplexes,Jahi,Abuja
120000000,5,5,5,4,Detached Duplex,Karsana,Abuja
160000000,4,4,5,3,Detached Duplex,Lekki,Lagos
100000000,4,5,5,4,Detached Duplex,Lekki,Lagos
28000000,3,3,3,3,Terraced Duplexes,Lekki,Lagos
155000000,6,5,5,4,Detached Duplex,Isheri North,Lagos
65000000,4,5,6,3,Terraced Duplexes,Gwarinpa,Abuja
130000000,5,5,6,4,Terraced Duplexes,Lekki,Lagos
165000000,4,4,5,3,Detached Duplex,Victoria Island (VI),Lagos
33000000,3,4,5,3,Semi Detached Duplex,Ibeju Lekki,Lagos
85000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
37000000,3,3,4,2,Terraced Duplexes,Ajah,Lagos
60000000,4,4,5,3,Terraced Duplexes,Enugu,Enugu
560000000,5,5,6,2,Block of Flats,Ikoyi,Lagos
130000000,5,5,6,5,Detached Duplex,Ajah,Lagos
70000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
135000000,5,5,6,6,Detached Duplex,Lekki,Lagos
850000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
35000000,3,4,5,2,Block of Flats,Lekki,Lagos
55000000,5,6,7,4,Detached Duplex,Lekki,Lagos
50000000,5,6,6,8,Detached Duplex,Port Harcourt,Rivers
170000000,5,5,5,4,Detached Duplex,Wuye,Abuja
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,7,Terraced Duplexes,Lekki,Lagos
55000000,4,4,5,4,Detached Duplex,Ajah,Lagos
53000000,3,3,4,4,Terraced Duplexes,Ajah,Lagos
250000000,4,5,5,4,Block of Flats,Yaba,Lagos
150000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
200000000,3,4,5,4,Detached Duplex,Ikoyi,Lagos
80000000,4,5,5,2,Terraced Duplexes,Lekki,Lagos
500000000,1,5,2,2,Block of Flats,Wuse,Abuja
235000000,5,5,6,4,Detached Duplex,Magodo,Lagos
28000000,2,2,3,4,Terraced Duplexes,Lokogoma District,Abuja
350000000,5,5,5,4,Detached Duplex,Lekki,Lagos
55000000,7,7,8,4,Detached Duplex,Ajah,Lagos
100000000,4,4,5,5,Detached Duplex,Kaura,Abuja
73000000,5,5,6,4,Detached Duplex,Lekki,Lagos
280000000,5,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
230000000,4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
65000000,4,5,5,4,Detached Duplex,Lekki,Lagos
75000000,5,5,6,4,Detached Duplex,Lekki,Lagos
85000000,4,4,5,3,Detached Duplex,Lekki,Lagos
335000000,5,5,5,4,Detached Duplex,Lekki,Lagos
160000000,5,6,6,4,Detached Duplex,Lekki,Lagos
160000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
195000000,5,6,6,4,Detached Duplex,Lekki,Lagos
380000000,7,7,7,4,Detached Duplex,Lekki,Lagos
190000000,5,5,6,5,Detached Duplex,Lekki,Lagos
150000000,5,5,6,4,Detached Duplex,Katampe,Abuja
40000000,5,5,6,5,Detached Duplex,Asaba,Delta
25000000,3,2,3,6,Block of Flats,Ikorodu,Lagos
250000000,7,5,5,4,Detached Duplex,Maitama District,Abuja
90000000,4,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos
1200000000,7,7,1,4,Detached Duplex,Maitama District,Abuja
155000000,5,5,6,4,Detached Duplex,Lekki,Lagos
20000000,3,3,4,2,Detached Bungalow,Ibeju Lekki,Lagos
160000000,4,5,5,4,Detached Duplex,Lekki,Lagos
85000000,4,5,5,4,Detached Duplex,Lekki,Lagos
95000000,5,5,6,4,Detached Duplex,Gwarinpa,Abuja
55000000,6,6,7,5,Detached Duplex,Ajah,Lagos
165000000,5,5,6,4,Detached Duplex,Lekki,Lagos
75000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
65000000,2,2,2,8,Block of Flats,Surulere,Lagos
65000000,3,4,4,4,Terraced Duplexes,Wuye,Abuja
42000000,5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos
8500000,1,5,5,4,Detached Bungalow,Ibafo,Ogun
500000000,5,5,6,5,Detached Duplex,Lekki,Lagos
110000000,5,6,6,4,Detached Duplex,Lekki,Lagos
250000000,5,5,6,4,Detached Duplex,Lekki,Lagos
78000000,5,5,6,6,Detached Duplex,Lekki,Lagos
1600000000,4,5,6,3,Semi Detached Duplex,Asokoro District,Abuja
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
65000000,6,6,7,5,Detached Duplex,Ejigbo,Lagos
125000000,5,5,6,4,Detached Duplex,Lekki,Lagos
165000000,5,5,5,4,Detached Duplex,Lekki,Lagos
100000000,1,1,1,7,Block of Flats,Gwarinpa,Abuja
80000000,4,4,4,4,Detached Duplex,Ikeja,Lagos
27000000,3,3,4,4,Terraced Duplexes,Ibeju Lekki,Lagos
155000000,5,6,6,4,Detached Duplex,Lekki,Lagos
24000000,3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos
400000000,5,5,6,3,Detached Duplex,Lekki,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
76000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
80000000,3,3,3,1,Block of Flats,Surulere,Lagos
70000000,4,4,5,4,Detached Duplex,Lekki,Lagos
120000000,5,5,6,2,Detached Duplex,Lekki,Lagos
45000000,5,6,6,2,Detached Bungalow,Eleme,Rivers
16000000,3,3,3,4,Semi Detached Bungalow,Ibeju Lekki,Lagos
120000000,5,6,6,4,Detached Duplex,Lekki,Lagos
170000000,4,5,5,4,Terraced Duplexes,Ikoyi,Anambara
134000000,4,5,6,2,Terraced Duplexes,Lekki,Lagos
250000000,5,5,6,5,Detached Duplex,Lekki,Lagos
260000000,4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos
270000000,5,5,6,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
85000000,5,5,5,4,Detached Duplex,Lekki,Lagos
50000000,4,5,5,4,Terraced Duplexes,Life Camp,Abuja
45000000,3,3,4,2,Block of Flats,Ajah,Lagos
10000000,3,4,4,4,Detached Bungalow,Ipaja,Lagos
40000000,3,2,5,4,Block of Flats,Yaba,Lagos
75000000,4,5,5,4,Detached Duplex,Lekki,Lagos
110000000,3,3,4,4,Detached Duplex,Lekki,Lagos
40000000,3,4,4,5,Detached Bungalow,Gwarinpa,Abuja
350000000,5,5,6,4,Detached Duplex,Lekki,Lagos
250000000,4,4,5,4,Terraced Duplexes,Ikoyi,Lagos
1100000000,5,5,6,5,Detached Duplex,Ikoyi,Lagos
165000000,5,6,7,5,Detached Duplex,Lekki,Lagos
65000000,4,4,5,4,Terraced Duplexes,Jahi,Abuja
1800000000,5,5,6,4,Detached Duplex,Ikoyi,Lagos
40000000,4,4,5,3,Detached Duplex,Lekki,Lagos
140000000,5,6,7,2,Terraced Duplexes,Jabi,Abuja
85000000,5,5,5,1,Detached Duplex,Ajah,Lagos
800000000,6,6,7,1,Detached Duplex,Maitama District,Abuja
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,5,5,6,5,Detached Duplex,Lekki,Lagos
95000000,4,5,3,4,Detached Duplex,Lekki,Lagos
80000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
42000000,6,6,7,8,Detached Duplex,Owerri Municipal,Imo
30000000,3,3,4,3,Terraced Duplexes,Lokogoma District,Abuja
40000000,3,5,5,4,Block of Flats,Ipaja,Lagos
70000000,4,4,5,4,Detached Duplex,Lekki,Lagos
300000000,5,5,6,6,Semi Detached Duplex,Ikoyi,Lagos
60000000,4,4,5,4,Detached Duplex,Ajah,Lagos
120000000,5,5,6,3,Detached Duplex,Lekki,Lagos
18000000,2,2,3,1,Detached Bungalow,Ayobo,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
40000000,4,5,5,4,Terraced Duplexes,Ajah,Lagos
130000000,5,6,6,6,Detached Duplex,Lekki,Lagos
72000000,5,5,6,6,Detached Duplex,Lekki,Lagos
78000000,4,4,5,5,Detached Duplex,Lekki,Lagos
27000000,3,1,1,8,Block of Flats,Ado-Ekiti,Ekiti
85000000,5,5,6,4,Terraced Duplexes,Apo,Abuja
75000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
190000000,4,4,5,4,Detached Duplex,Lekki,Lagos
75000000,4,5,5,4,Detached Duplex,Lekki,Lagos
150000000,5,6,7,4,Terraced Duplexes,Mabushi,Abuja
200000000,5,5,5,4,Detached Duplex,Katampe,Abuja
160000000,5,6,6,4,Detached Duplex,Lekki,Lagos
105000000,4,4,5,4,Detached Duplex,Lekki,Lagos
55000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
95000000,5,5,6,2,Detached Duplex,Lekki,Lagos
180000000,5,5,6,5,Detached Duplex,Magodo,Lagos
280000000,4,4,5,4,Detached Duplex,Ikoyi,Lagos
55000000,5,5,6,4,Detached Duplex,Ajah,Lagos
600000000,5,6,6,3,Detached Duplex,Ikoyi,Lagos
130000000,5,5,7,9,Detached Duplex,Karsana,Abuja
55000000,4,4,5,4,Semi Detached Duplex,Ajah,Lagos
80000000,4,4,4,4,Semi Detached Duplex,Lekki,Lagos
315000000,5,5,6,3,Detached Duplex,Lekki,Lagos
25000000,4,4,4,2,Detached Bungalow,Owerri Municipal,Imo
8500000,2,5,5,4,Detached Bungalow,Ifako-Ijaiye,Lagos
38000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
80000000,4,4,5,2,Semi Detached Duplex,Lekki,Lagos
58000000,4,4,5,5,Detached Duplex,Lekki,Lagos
15000000,4,4,5,6,Detached Duplex,Lugbe District,Abuja
70000000,4,5,5,4,Detached Duplex,Ajah,Lagos
200000000,4,5,5,4,Semi Detached Duplex,Lekki,Lagos
130000000,5,5,5,1,Detached Duplex,Gwarinpa,Abuja
110000000,5,5,6,8,Detached Duplex,Lekki,Lagos
26500000,3,4,5,2,Terraced Duplexes,Ajah,Lagos
95000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
60000000,4,4,5,4,Terraced Duplexes,Katampe,Abuja
170000000,5,5,6,4,Detached Duplex,Lekki,Lagos
125000000,5,5,6,1,Detached Duplex,Lekki,Lagos
9500000,3,3,3,3,Detached Bungalow,Mowe Ofada,Ogun
1100000000,4,5,5,4,Block of Flats,Victoria Island (VI),Lagos
24000000,4,4,6,1,Detached Bungalow,Karu,Abuja
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,5,6,6,1,Detached Duplex,Ibadan,Oyo
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
90000000,5,5,6,5,Detached Duplex,Lekki,Lagos
130000000,5,5,6,4,Detached Duplex,Lekki,Lagos
35000000,3,5,5,4,Detached Bungalow,Ojodu,Lagos
125000000,4,4,4,4,Detached Duplex,Lekki,Lagos
35813912,4,4,5,4,Detached Duplex,Port Harcourt,Rivers
19900000,2,2,3,2,Block of Flats,Ajah,Lagos
80000000,4,4,5,3,Terraced Duplexes,Ikeja,Lagos
53000000,4,4,5,4,Detached Duplex,Ajah,Lagos
130000000,5,5,6,4,Terraced Duplexes,Lekki,Lagos
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
16000000,3,3,4,4,Detached Bungalow,Mowe Town,Ogun
130000000,5,4,5,4,Detached Duplex,Lekki,Lagos
120000000,5,6,6,4,Detached Duplex,Lekki,Lagos
45000000,4,4,5,4,Terraced Duplexes,Ajah,Lagos
45000000,4,5,5,4,Terraced Duplexes,Ajah,Lagos
23900000,2,3,3,2,Block of Flats,Mbora (Nbora),Abuja
250000000,5,5,6,4,Detached Duplex,Ikeja,Lagos
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
60000000,4,5,6,6,Terraced Duplexes,Wuye,Abuja
90000000,4,5,5,4,Detached Duplex,Lekki,Lagos
120000000,5,5,5,5,Terraced Duplexes,Victoria Island (VI),Lagos
2000000,5,7,7,2,Semi Detached Bungalow,Kado,Abuja
2400000000,6,6,7,7,Detached Duplex,Asokoro District,Abuja
68000000,4,4,5,2,Semi Detached Duplex,Lekki,Lagos
38000000,3,4,4,4,Terraced Duplexes,Lekki,Lagos
110000000,5,5,6,4,Detached Duplex,Lekki,Lagos
55000000,4,1,1,8,Block of Flats,Enugu,Enugu
140000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,4,6,6,6,Terraced Duplexes,Lugbe District,Abuja
105000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
35000000,3,3,4,2,Terraced Duplexes,Ajah,Lagos
240000000,5,5,6,5,Detached Duplex,Lekki,Lagos
120000000,5,6,6,4,Detached Duplex,Gwarinpa,Abuja
90000000,4,5,5,4,Detached Duplex,Owerri Municipal,Imo
90000000,4,4,5,4,Terraced Duplexes,Lekki,Lagos
30000000,3,3,4,4,Semi Detached Duplex,Ibeju Lekki,Lagos
40000000,4,4,5,4,Terraced Duplexes,Galadimawa,Abuja
63000000,4,5,5,4,Detached Duplex,Ikeja,Lagos
120000000,4,4,5,4,Detached Duplex,Lekki,Lagos
70000000,4,5,5,3,Semi Detached Duplex,Lekki,Lagos
170000000,5,5,6,4,Detached Duplex,Magodo,Lagos
150000000,5,5,6,5,Detached Duplex,Lekki,Lagos
750000000,1,1,1,4,Semi Detached Duplex,Victoria Island (VI),Lagos
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
550000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
80000000,4,4,5,3,Terraced Duplexes,Lekki,Lagos
37000000,3,3,4,4,Detached Bungalow,Lekki,Lagos
400000000,5,5,6,6,Detached Duplex,Lekki,Lagos
45000000,3,3,4,4,Semi Detached Duplex,Ajah,Lagos
140000000,5,5,6,7,Detached Duplex,Lekki,Lagos
60000000,7,8,8,2,Detached Duplex,Ikotun,Lagos
100000000,5,5,6,4,Terraced Duplexes,Lekki,Lagos
330000000,5,5,5,4,Detached Duplex,Lekki,Lagos
190000000,5,5,6,4,Detached Duplex,Lekki,Lagos
32000000,4,4,5,3,Terraced Duplexes,Galadimawa,Abuja
22000000,2,3,3,3,Block of Flats,Jabi,Abuja
35000000,4,4,5,4,Detached Duplex,Ajah,Lagos
70000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
300000000,3,2,2,2,Block of Flats,Ikeja,Anambara
70000000,1,5,5,4,Block of Flats,Ado-Odo/Ota,Ogun
100000000,5,6,6,4,Detached Duplex,Ibadan,Oyo
135000000,6,6,7,4,Detached Duplex,Ikeja,Lagos
76000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
270000000,5,5,5,4,Detached Duplex,Lekki,Lagos
60000000,4,5,5,4,Terraced Duplexes,Wuye,Abuja
90000000,5,5,6,4,Detached Duplex,Magodo,Lagos
25000000,3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos
9500000,2,2,3,6,Semi Detached Bungalow,Karu,Abuja
730000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
65000000,4,5,5,4,Detached Duplex,Ajah,Lagos
4000000,2,6,6,2,Detached Bungalow,Ikorodu,Lagos
75000000,4,5,6,3,Semi Detached Duplex,Lekki,Lagos
1350000000,5,4,4,6,Detached Duplex,Ikoyi,Lagos
35000000,3,4,5,4,Terraced Duplexes,Lokogoma District,Abuja
170000000,5,5,6,4,Detached Duplex,Lekki,Lagos
24000000,3,3,4,3,Terraced Duplexes,Kubwa,Abuja
100000000,4,4,5,5,Terraced Duplexes,Ikeja,Lagos
16000000,2,2,2,3,Block of Flats,Ikorodu,Lagos
75000000,4,4,5,4,Semi Detached Duplex,Lekki,Lagos
160000000,4,5,6,6,Detached Duplex,Lekki,Lagos
75000000,5,5,6,4,Detached Duplex,Lekki,Lagos
260000000,5,5,5,4,Detached Duplex,Lekki,Lagos
220000000,5,5,6,6,Detached Duplex,Katampe,Abuja
125000000,5,6,6,4,Detached Duplex,Lekki,Lagos
70000000,5,5,5,4,Detached Bungalow,Ibadan,Oyo
150000000,4,4,5,4,Detached Duplex,Lekki,Lagos
55000000,5,5,5,4,Detached Duplex,Oredo,Edo
38000000,4,4,5,2,Terraced Duplexes,Lekki,Lagos
80000000,4,4,4,4,Detached Duplex,Ikeja,Lagos
230000000,4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos
55000000,4,4,5,5,Detached Duplex,Lekki,Lagos
70000000,9,9,1,1,Detached Duplex,Isolo,Lagos
950000000,5,5,5,4,Detached Duplex,Ikoyi,Lagos
105000000,5,5,6,3,Detached Duplex,Ojodu,Lagos
165000000,4,4,5,4,Detached Duplex,Ikeja,Lagos
580000000,7,7,8,4,Detached Duplex,Asokoro District,Abuja
7000000,3,2,2,1,Detached Bungalow,Ado-Odo/Ota,Ogun
160000000,5,5,5,4,Detached Duplex,Katampe,Abuja
130000000,5,5,5,4,Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Lekki,Lagos
68000000,4,4,5,4,Detached Duplex,Ajah,Lagos
265000000,5,5,6,6,Detached Duplex,Ikeja,Lagos
35000000,4,5,5,4,Block of Flats,Asaba,Delta
15000000,4,5,5,4,Detached Bungalow,Ajah,Lagos
65000000,4,4,5,3,Detached Duplex,Lekki,Lagos
45000000,4,5,5,4,Block of Flats,Alimosho,Anambara
57000000,5,6,6,3,Detached Duplex,Ajah,Lagos
130000000,5,5,6,4,Terraced Duplexes,Lekki,Lagos
45000000,1,1,1,7,Detached Duplex,Ibadan South-West,Oyo
165000000,5,6,7,4,Detached Duplex,Ajah,Lagos
95000000,5,5,6,8,Detached Duplex,Lekki,Lagos
65000000,4,5,6,2,Semi Detached Duplex,Lekki,Lagos
90000000,4,4,5,4,Detached Duplex,Ibadan,Oyo
128000000,5,6,6,4,Detached Duplex,Lekki,Lagos
95000000,5,5,6,4,Detached Duplex,Lekki,Lagos
45000000,4,5,5,7,Detached Duplex,Isolo,Lagos
90000000,5,5,7,4,Detached Duplex,Lekki,Lagos
100000000,5,5,6,8,Semi Detached Bungalow,Ogudu,Lagos
150000000,6,6,7,4,Detached Duplex,Mabushi,Abuja
70000000,4,4,5,5,Detached Duplex,Port Harcourt,Rivers
70000000,4,4,4,2,Detached Duplex,Gwarinpa,Abuja
200000000,5,6,6,6,Detached Duplex,Lekki,Lagos
450000000,5,5,6,4,Detached Duplex,Lekki,Lagos
70000000,9,6,6,1,Detached Bungalow,Agege,Lagos
70000000,4,4,5,3,Semi Detached Duplex,Lekki,Lagos
120000000,5,5,6,4,Detached Duplex,Lekki,Lagos
